short_window,long_window,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate
10,50,1.0289232453772659,0.3144955004536316,0.33034008773272755,0.9520355298448806,-0.33242653785139586,0.5048231511254019
10,80,-0.03650859049647337,-0.014955068200489086,0.3019746506272533,-0.04952425036149503,-0.31089061614838187,0.4746268656716418
10,100,-0.09865313842551593,-0.042546787102066164,0.27831576424991017,-0.15287235782972683,-0.3026360402022612,0.4820846905537459
20,50,1.2199045688434205,0.3610035915661982,0.31789492974190386,1.135606635372555,-0.3606292706608586,0.5032051282051282
20,80,-0.06180389400980513,-0.025515558548044548,0.29891564960267364,-0.08536039709516877,-0.3426594392807423,0.4774774774774775
20,100,-0.20298829998388024,-0.09060478697814367,0.2917759267659748,-0.3105286580095938,-0.36024289698494566,0.47181008902077154
30,50,0.6903586138117892,0.22493917820932996,0.305475780476647,0.7363568328014343,-0.371006059842148,0.5032051282051282
30,80,0.08464159278205163,0.03346563207167641,0.293582226966732,0.11399066087017813,-0.3133422422686985,0.48338368580060426
30,100,-0.0898889971541319,-0.0386606689596255,0.2872305272183821,-0.13459805033269215,-0.3364493424155602,0.4773413897280967
