Strategy,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate
SMA Crossover,1.2199045688434205,0.33199467647452385,0.30662069703880146,1.082753642140835,-0.3606292706608586,0.5032051282051282
Buy & Hold,0.7113804928622964,0.21306740166272964,0.4708254450296062,0.45254011632555596,-0.4572217111315478,0.5078459343794579
